acl38050,0,0
acl38050,2,0
acl38050,1,0
acl40658,0,0
acl40658,1,0
acl40658,2,0
acl19104,2,0
acl19104,1,0
acl19104,0,0
acl22630,0,0
acl22630,1,0
acl22630,2,0
acl27994,0,0
acl27994,1,0
acl27994,2,0
acl32315,0,0
acl32315,1,0
acl32315,2,0
acl23935,0,0
acl23935,1,0
acl23935,2,0
acl13739,2,0
acl13739,0,0
acl13739,1,0
acl35614,1,0
acl35614,0,0
acl35614,2,0
acl30253,0,0
acl30253,1,0
acl30253,2,0
acl38490,0,0
acl38490,2,0
acl38490,1,0
acl30510,0,0
acl30510,1,0
acl30510,2,0
acl23463,0,0
acl23463,1,0
acl23463,2,0
acl21278,0,0
acl21278,2,0
acl21278,1,0
acl25860,0,0
acl25860,1,0
acl25860,2,0
acl27878,0,0
acl27878,1,0
acl27878,2,0
acl23971,0,0
acl23971,1,0
acl23971,2,0
acl11979,0,0
acl11979,1,0
acl11979,2,0
acl13271,0,0
acl13271,1,0
acl13271,2,0
acl22724,0,0
acl22724,1,0
acl22724,2,0
acl39174,1,0
acl39174,2,0
acl39174,0,0
acl19270,0,0
acl19270,1,0
acl19270,2,0
acl25249,1,0
acl25249,0,0
acl17084,0,0
acl17084,1,0
acl17084,2,0
acl13639,0,0
acl13639,1,0
acl13639,2,0
acl13759,0,0
acl13759,1,0
acl13759,2,0
acl20728,0,0
acl20728,1,0
acl20728,2,0
acl22270,0,0
acl22270,1,0
acl22270,2,0
acl39482,0,0
acl39482,1,0
acl39482,2,0
acl31943,0,0
acl31943,2,0
acl31943,1,0
acl22167,0,0
acl22167,2,0
acl22167,1,0
acl14449,0,0
acl14449,1,0
acl14449,2,0
acl17848,1,0
acl17848,0,0
acl20626,0,0
acl20626,1,0
acl20626,2,0
acl25765,0,0
acl25765,1,0
acl25765,2,0
acl40592,0,0
acl40592,1,0
acl40592,2,0
acl34410,1,0
acl34410,2,0
acl26051,0,0
acl26051,2,0
acl26051,1,0
acl20527,0,0
acl20527,1,0
acl20527,2,0
acl12510,0,0
acl12510,1,0
acl12510,2,0
acl24199,0,0
acl24199,1,0
acl24199,2,0
acl29759,0,0
acl29759,0,1
acl29759,1,0
acl29759,1,1
acl29759,2,0
acl29759,2,1
acl37594,0,0
acl37594,2,0
acl37594,1,0
acl22147,0,0
acl22147,1,0
acl22147,2,0
acl12902,0,0
acl12902,1,0
acl12902,2,0
acl17781,0,0
acl17781,1,0
acl17781,2,0
acl15332,0,0
acl15332,2,0
acl15332,1,0
acl38046,0,0
acl38046,1,0
acl38046,2,0
acl25431,0,0
acl25431,1,0
acl25431,2,0
acl35519,0,0
acl35519,1,0
acl35519,2,0
acl19183,0,0
acl19183,1,0
acl40412,0,0
acl40412,1,0
acl40412,2,0
acl19467,0,0
acl19467,1,0
acl19467,2,0
acl34330,0,0
acl34330,1,0
acl34330,2,0
acl31796,0,0
acl31796,1,0
acl31796,2,0
acl31249,0,0
acl31249,1,0
acl31249,2,0
acl40122,0,0
acl40122,1,0
acl40122,2,0
acl20293,0,0
acl20293,1,0
acl20293,2,0
acl12032,0,0
acl12032,1,0
acl12032,2,0
acl14671,0,0
acl14671,1,0
acl14671,2,0
acl35655,0,0
acl35655,1,0
acl35655,2,0
acl11683,0,0
acl11683,1,0
acl22854,0,0
acl22854,1,0
acl22854,2,0
acl15631,0,0
acl15631,1,0
acl15631,2,0
acl31250,0,0
acl31250,1,0
acl31250,2,0
acl26557,0,0
acl26557,2,0
acl26557,1,0
acl20469,0,0
acl20469,1,0
acl20469,2,0
acl34793,0,0
acl34793,1,0
acl34793,2,0
acl23926,0,0
acl23926,1,0
acl23926,2,0
acl16766,0,0
acl16766,1,0
acl36074,1,0
acl36074,0,0
acl36074,2,0
acl21222,0,0
acl21222,1,0
acl21222,2,0
acl33147,0,0
acl33147,1,0
acl36686,0,0
acl36686,1,0
acl36686,2,0
acl12290,0,0
acl12290,1,0
acl12290,2,0
acl31289,0,0
acl31289,1,0
acl31289,2,0
acl18796,0,0
acl18796,1,0
acl35170,0,0
acl35170,2,0
acl35170,1,0
acl31368,0,0
acl31368,0,1
acl31368,1,0
acl31368,1,1
acl31368,2,0
acl31368,2,1
acl28285,0,0
acl28285,1,0
acl28285,2,0
acl19879,0,0
acl19879,1,0
acl19879,2,0
acl39800,0,0
acl39800,1,0
acl39800,2,0
acl25973,0,0
acl25973,1,0
acl25973,2,0
acl32426,0,0
acl32426,1,0
acl32426,2,0
acl20733,0,0
acl20733,1,0
acl20733,2,0
acl31746,0,0
acl31746,1,0
acl31746,2,0
acl41022,0,0
acl41022,1,0
acl32098,0,0
acl32098,1,0
acl32098,2,0
acl41154,1,0
acl41154,0,0
acl21554,0,0
acl21554,2,0
acl21554,1,0
acl38097,1,0
acl38097,0,0
acl38097,2,0
acl25813,0,0
acl25813,2,0
acl25813,1,0
acl25617,0,0
acl25617,1,0
acl25617,2,0
acl32808,0,0
acl32808,1,0
acl32808,2,0
acl18398,0,0
acl18398,1,0
acl18398,2,0
acl21552,1,0
acl21552,0,0
acl21552,2,0
acl36261,0,0
acl36261,1,0
acl36261,2,0
acl31370,0,0
acl31370,0,1
acl31370,1,0
acl31370,1,1
acl31370,2,0
acl31370,2,1
acl29311,0,0
acl29311,1,0
acl29311,2,0
acl33324,0,0
acl33324,0,1
acl33324,2,0
acl33324,2,1
acl33324,1,0
acl33324,1,1
acl30426,1,0
acl30426,2,0
acl30426,0,0
acl30017,0,0
acl30017,1,0
acl30017,2,0
acl14328,0,0
acl14328,1,0
