acl12061,0
acl16196,0
acl23256,0
acl13692,0
acl26634,0
acl20812,0
acl40255,0
acl28621,0
acl24747,0
acl21850,0
acl39352,0
acl37635,0
acl20890,0
acl30602,0
acl35526,0
acl32060,0
acl16689,0
acl19943,0
acl23182,0
acl39575,0
acl21587,0
acl27731,0
acl27094,0
acl22717,0
acl29747,0
acl17824,0
acl39429,0
acl27380,0
acl27922,0
acl39955,0
acl39622,0
acl30744,0
acl32257,0
acl18307,0
acl31106,0
acl34534,0
acl25423,0
acl37881,0
acl28397,0
acl26570,0
acl12459,0
acl31469,0
acl12621,0
acl39566,0
acl36106,0
acl14548,0
acl13648,0
acl26807,0
acl33875,0
acl31759,0
acl39091,0
acl26335,0
acl12895,0
acl25428,0
acl28112,0
acl20361,0
acl28780,0
acl40891,0
acl18795,0
acl29832,0
acl19595,0
acl11908,0
acl15155,0
acl39464,0
acl30841,0
acl15851,0
acl31020,0
acl18941,0
acl17229,0
acl14536,0
acl25605,0
acl34213,0
acl14112,0
acl14812,0
acl19109,0
acl36252,0
acl25804,0
acl26378,0
acl32605,0
acl36609,0
acl19118,0
acl38889,0
acl11623,0
acl19200,0
acl12327,0
acl32548,0
acl33040,0
acl38242,0
acl26880,0
acl30000,0
acl38000,0
acl34984,0
acl34808,0
acl33551,0
acl26705,0
acl11543,0
acl27510,0
acl34477,0
acl12550,0
acl28447,0
acl28812,0
acl23424,0
acl17577,0
acl36706,0
acl15578,0
acl39504,0
acl38846,0
acl18565,0
acl14913,0
acl15557,0
acl34242,0
acl13188,0
acl31926,0
acl36146,0
acl24198,0
acl35080,0
acl21402,0
acl23037,0
acl12619,0
acl18111,0
acl40683,0
acl19664,0
acl20666,0
acl35550,0
acl26773,0
acl23154,0
acl27737,0
acl36294,0
acl24178,0
acl24827,0
acl15792,0
acl18931,0
acl29969,0
acl36508,0
acl24100,0
acl30558,0
acl29945,0
acl27354,0
acl13294,0
acl26915,0
acl36531,0
acl26831,0
acl39054,0
acl16103,0
acl22234,0
acl18733,0
acl24199,0
acl31366,0
acl32286,0
acl41227,0
acl27893,0
acl12447,0
acl22971,0
acl21103,0
acl21003,0
acl21618,0
acl15560,0
acl35086,0
acl19890,0
acl38286,0
acl15438,0
acl14132,0
acl12953,0
acl22794,0
acl11882,0
acl19682,0
acl26456,0
acl36757,0
acl14533,0
acl31751,0
acl19416,0
acl15279,0
acl18385,0
acl25533,0
acl17863,0
acl31955,0
acl22684,0
acl15878,0
acl12220,0
acl29271,0
acl32297,0
acl15918,0
acl25471,0
acl31498,0
acl29212,0
acl30406,0
acl17363,0
acl29782,0
acl31956,0
acl26303,0
acl27752,0
acl19980,0
acl23226,0
acl29608,0
acl22095,0
acl35957,0
acl28792,0
acl27486,0
acl26007,0
acl28231,0
acl33847,0
acl32825,0
acl16514,0
acl12254,0
acl37456,0
acl30769,0
acl18500,0
acl17057,0
acl15092,0
acl13001,0
acl15362,0
acl32775,0
acl30705,0
acl20780,0
acl19066,0
acl40579,0
acl36558,0
acl31807,0
acl35255,0
acl39637,0
acl16368,0
acl36785,0
acl18374,0
acl19264,0
acl36006,0
acl27853,0
acl12427,0
acl38249,0
acl26173,0
acl18809,0
acl11474,0
acl22405,0
acl13613,0
acl34483,0
acl12601,0
acl15706,0
acl22887,0
acl29910,0
acl32100,0
acl16319,0
acl20080,0
acl33081,0
acl25611,0
acl31556,0
acl30805,0
acl36468,0
acl12661,0
acl35454,0
acl32690,0
acl16919,0
acl27723,0
acl27353,0
acl16899,0
acl22812,0
acl35472,0
acl35596,0
acl15952,0
acl35091,0
acl22947,0
acl41134,0
acl21316,0
acl34606,0
acl18562,0
acl28555,0
acl25519,0
acl34475,0
acl22215,0
acl18718,0
acl29135,0
acl30983,0
acl41121,0
acl20598,0
acl37753,0
acl19668,0
acl22643,0
acl35346,0
acl18517,0
acl13221,0
acl34637,0
acl37578,0
acl31581,0
acl24805,0
acl12161,0
acl30458,0
acl33807,0
acl33783,0
acl32027,0
acl17794,0
acl13098,0
acl27469,0
acl14503,0
acl13988,0
acl17669,0
acl30808,0
acl15200,0
acl12686,0
acl33449,0
acl35130,0
acl25976,0
acl28491,0
acl20219,0
acl20189,0
acl13409,0
acl33503,0
acl31308,0
acl12250,0
acl19711,0
acl37695,0
acl35556,0
acl14366,0
acl37947,0
acl38828,0
acl13504,0
acl26287,0
acl25259,0
acl15012,0
acl34497,0
acl34459,0
acl24985,0
acl25506,0
acl41249,0
acl36089,0
acl20436,0
acl13075,0
acl32021,0
acl11326,0
acl30768,0
acl35547,0
acl30449,0
acl38618,0
acl29345,0
acl25172,0
acl12674,0
acl26348,0
acl30097,0
acl23239,0
acl24375,0
acl12939,0
acl33972,0
acl30157,0
acl18708,0
acl12393,0
acl35044,0
acl15158,0
acl15964,0
acl39667,0
acl29181,0
acl39869,0
acl36177,0
acl14367,0
acl41226,0
acl34816,0
acl16476,0
acl39439,0
acl15534,0
acl29996,0
acl33131,0
acl26149,0
acl32025,0
acl33649,0
acl24947,0
acl30767,0
acl36112,0
acl34660,0
acl25609,0
acl18539,0
acl13780,0
acl26100,0
